Shape,Cut,Color,Clarity,Carat Weight,Length/Width Ratio,Depth %,Table %,Polish,Symmetry,Girdle,Culet,Length,Width,Height,Price,Type,Fluorescence
Radiant,,H,VVS1,1.01,1.34,68.3,67.0,Excellent,Excellent,Thick to Very Thick,,6.5,4.86,3.32,3690,GIA,
Heart,,D,VS1,3.52,1.13,54.0,63.0,Excellent,Excellent,Medium to Slightly Thick,Pointed,9.58,10.82,5.84,8390,IGI Lab-Grown,
Marquise,,D,VVS2,1.05,2.24,62.6,59.0,Excellent,Excellent,Medium to Slightly Thick,Pointed,11.51,5.14,3.22,1360,IGI Lab-Grown,
Marquise,,D,VVS2,1.04,2.0,61.8,57.0,Excellent,Excellent,Medium to Slightly Thick,Pointed,10.64,5.31,3.28,1330,IGI Lab-Grown,
Marquise,,F,VS1,1.53,2.01,62.8,60.0,Excellent,Excellent,Medium to Very Thick,,12.14,6.03,3.79,14600,GIA,Medium
Round,Excellent,H,VS2,1.0,1.0,63.4,57.0,Excellent,Excellent,Medium to Slightly Thick,,6.32,6.35,4.02,3820,GIA,
Pear,,D,VS2,1.0,1.69,60.4,65.0,Very Good,Very Good,Thick to Extremely Thick,,9.28,5.49,3.32,3910,GIA,
Oval,,H,VVS1,1.0,1.4,63.3,62.0,Excellent,Excellent,Thick to Very Thick,,7.72,5.51,3.49,3900,GIA,
Princess,Ideal,G,VS2,1.02,1.02,70.3,72.0,Excellent,Excellent,Medium,,5.7,5.59,3.93,2890,GIA,Strong
Pear,,E,VS1,1.08,1.58,62.2,61.0,Excellent,Excellent,Medium to Slightly Thick,Pointed,9.15,5.79,3.6,1090,IGI Lab-Grown,
Radiant,,F,VS1,1.26,1.45,67.5,66.0,Excellent,Excellent,Medium,Pointed,7.66,5.29,3.57,1280,IGI Lab-Grown,
Round,Ideal,E,VS1,1.57,1.01,62.2,57.0,Excellent,Excellent,Medium to Slightly Thick,Pointed,7.37,7.42,4.6,1280,IGI Lab-Grown,
Oval,,E,VS2,1.0,1.3,62.8,66.0,Excellent,Very Good,Medium to Thick,,7.5,5.78,3.63,4630,GIA,
Marquise,,D,VVS2,1.2,1.9,56.8,63.0,Excellent,Very Good,Slightly Thick to Extremely Thick,,10.41,5.48,3.11,10250,GIA,Faint
Radiant,,F,VVS2,1.09,1.41,69.0,67.0,Excellent,Excellent,Medium,Pointed,7.41,5.25,3.62,1200,IGI Lab-Grown,
Oval,,E,VS1,1.06,1.43,62.5,60.0,Excellent,Excellent,Medium to Slightly Thick,Pointed,8.26,5.76,3.6,1030,IGI Lab-Grown,
Round,Excellent,H,VS2,1.03,1.0,61.9,59.0,Excellent,Excellent,Medium to Slightly Thick,,6.43,6.46,3.99,4050,GIA,
Round,Very Good,H,VS1,1.0,1.01,63.8,56.0,Excellent,Very Good,Thick,,6.21,6.26,3.98,3410,GIA,Faint
Oval,,F,VS2,1.01,1.35,63.3,59.0,Excellent,Excellent,Slightly Thick to Thick,,7.66,5.68,3.59,4880,GIA,
Heart,,D,VS2,1.01,1.2,60.0,60.0,Excellent,Very Good,Thin to Thick,,5.77,6.93,4.16,5670,GIA,
Marquise,,D,VS1,1.03,1.95,62.8,59.0,Excellent,Excellent,Medium to Slightly Thick,Pointed,10.32,5.3,3.33,1120,IGI Lab-Grown,
Heart,,E,VS2,1.0,1.2,55.9,63.0,Excellent,Excellent,Medium to Thick,,5.94,7.1,3.97,3370,GIA,Faint
Oval,,E,VS1,1.04,1.45,61.4,60.0,Excellent,Excellent,Medium to Slightly Thick,Pointed,8.3,5.72,3.51,1020,IGI Lab-Grown,
Princess,Ideal,G,VS1,1.01,1.01,71.9,72.0,Excellent,Very Good,Thick,,5.49,5.42,3.9,3510,GIA,
Princess,Ideal,G,VVS1,1.01,1.01,71.1,75.0,Excellent,Very Good,Slightly Thick to Thick,,5.53,5.48,3.9,3600,GIA,
Princess,Ideal,E,VVS2,1.02,1.01,71.5,67.0,Excellent,Excellent,Slightly Thick to Thick,Pointed,5.49,5.44,3.89,1190,IGI Lab-Grown,
Emerald,,H,VVS1,1.0,1.37,63.1,72.0,Excellent,Excellent,Medium to Slightly Thick,,6.81,4.98,3.14,2830,GIA,Faint
Oval,,D,VS1,1.01,1.43,62.9,59.0,Excellent,Excellent,Medium,Pointed,8.05,5.64,3.55,1070,IGI Lab-Grown,
Princess,Ideal,G,VS1,1.01,1.0,69.1,71.0,Excellent,Very Good,Thin to Slightly Thick,,5.6,5.6,3.87,3590,GIA,
Oval,,H,VS2,1.0,1.41,58.1,67.0,Very Good,Very Good,Medium to Extremely Thick,,8.06,5.72,3.33,2930,GIA,
Marquise,,D,VVS2,1.07,2.04,62.5,60.0,Excellent,Excellent,Medium to Slightly Thick,Pointed,10.79,5.3,3.31,1380,IGI Lab-Grown,
Radiant,,E,VS1,1.07,1.46,65.9,67.0,Excellent,Excellent,Medium to Slightly Thick,Pointed,7.37,5.04,3.32,1060,IGI Lab-Grown,
Radiant,,D,VS1,1.06,1.47,68.1,61.0,Excellent,Excellent,Thin,Pointed,7.4,5.02,3.42,1130,IGI Lab-Grown,
Princess,Ideal,D,VS1,1.06,1.0,72.3,70.0,Excellent,Excellent,Medium,Pointed,5.5,5.49,3.97,1140,IGI Lab-Grown,
Oval,,H,IF,1.01,1.4,61.9,59.0,Excellent,Excellent,Slightly Thick to Thick,,7.85,5.6,3.47,4720,GIA,
Princess,Ideal,G,VS1,1.01,1.01,72.0,69.0,Excellent,Excellent,Medium to Slightly Thick,,5.51,5.44,3.92,3480,GIA,
Marquise,,D,VS2,1.0,2.04,63.5,56.0,Very Good,Very Good,Slightly Thick to Very Thick,,10.53,5.15,3.27,5140,GIA,
Radiant,,G,VS2,1.04,1.34,68.5,66.0,Excellent,Excellent,Slightly Thick to Thick,,6.87,5.12,3.51,3300,GIA,
Heart,,D,VS2,1.71,1.19,58.0,61.0,Excellent,Very Good,Slightly Thick to Thick,,7.08,8.42,4.88,10550,GIA,
Pear,,D,VS2,1.04,1.54,64.1,54.0,Very Good,Very Good,Medium to Very Thick,,8.65,5.62,3.6,4620,GIA,Strong
Marquise,,E,VVS2,1.09,1.96,63.3,62.0,Excellent,Excellent,Medium to Slightly Thick,Pointed,10.54,5.37,3.4,1280,IGI Lab-Grown,
Round,Ideal,D,VS1,1.59,1.0,61.5,57.0,Excellent,Excellent,Medium,Pointed,7.49,7.52,4.61,1860,IGI Lab-Grown,
Round,Very Good,G,VS2,1.0,1.0,62.6,58.0,Excellent,Excellent,Slightly Thick to Thick,,6.27,6.3,3.94,3590,GIA,Faint
Princess,Ideal,E,VS1,1.16,1.01,72.3,68.0,Excellent,Excellent,Medium,Pointed,5.76,5.73,4.14,1150,IGI Lab-Grown,
Heart,,D,VS1,1.69,1.13,56.3,58.0,Excellent,Excellent,Slightly Thick to Thick,Pointed,7.37,8.32,4.68,2520,IGI Lab-Grown,
Heart,,F,IF,1.02,1.17,58.9,57.0,Excellent,Excellent,Slightly Thick to Very Thick,,6.02,7.02,4.14,4810,GIA,Faint
Round,Excellent,H,VS2,1.04,1.0,60.1,59.0,Excellent,Excellent,Medium to Slightly Thick,,6.55,6.57,3.94,3730,GIA,
Oval,,F,VS1,1.03,1.42,61.9,60.0,Excellent,Excellent,Medium to Slightly Thick,Pointed,8.07,5.67,3.51,1030,IGI Lab-Grown,
Round,Very Good,H,VS1,1.0,1.01,63.7,59.0,Excellent,Excellent,Slightly Thick to Thick,,6.25,6.3,4.0,4130,GIA,
Heart,,H,VS2,1.01,1.19,60.5,59.0,Excellent,Excellent,Slightly Thick to Thick,,5.86,6.99,4.23,4380,GIA,
Oval,,E,VS1,1.0,1.37,57.0,59.0,Excellent,Very Good,Thick to Extremely Thick,,7.77,5.69,3.24,4940,GIA,Medium
Pear,,E,VS1,1.01,1.62,62.0,59.0,Excellent,Excellent,Medium to Slightly Thick,Pointed,8.99,5.55,3.44,1020,IGI Lab-Grown,
Cushion,Ideal,D,VVS1,1.02,1.03,65.4,63.0,Excellent,Excellent,Medium to Thick,Pointed,5.85,5.66,3.7,2300,IGI Lab-Grown,
Radiant,,F,VS1,1.03,1.44,67.5,65.0,Excellent,Excellent,Medium,Pointed,7.17,4.99,3.37,1070,IGI Lab-Grown,
Marquise,,G,VS1,1.0,2.01,60.5,58.0,Excellent,Very Good,Thick to Very Thick,,10.31,5.12,3.1,5690,GIA,
Round,Ideal,E,VS1,1.57,1.0,61.1,58.0,Excellent,Excellent,Medium,Pointed,7.48,7.51,4.58,1820,IGI Lab-Grown,
Oval,,F,VS1,1.01,1.49,62.2,58.0,Excellent,Excellent,Medium to Slightly Thick,Pointed,8.3,5.56,3.46,1010,IGI Lab-Grown,
Princess,Ideal,E,VS1,1.09,1.01,70.2,69.0,Excellent,Excellent,Medium,Pointed,5.71,5.67,3.98,1080,IGI Lab-Grown,
Marquise,,D,IF,1.04,1.8,61.7,63.0,Excellent,Excellent,Medium to Slightly Thick,,9.85,5.46,3.37,8600,GIA,
Princess,Ideal,H,VS1,1.01,1.0,72.0,71.0,Excellent,Very Good,Slightly Thick,,5.57,5.56,4.0,3220,GIA,
Round,Ideal,E,VS1,1.58,1.0,,,,,,,,,,1840,IGI Lab-Grown,
Marquise,,D,IF,1.02,2.05,59.4,60.0,Excellent,Excellent,Medium to Thick,,10.88,5.32,3.16,7180,GIA,Faint
Princess,Ideal,F,VS2,1.01,1.0,73.8,74.0,Excellent,Very Good,Slightly Thick to Thick,,5.46,5.45,4.02,3490,GIA,
Heart,,G,VS2,1.0,1.12,59.9,57.0,Excellent,Excellent,Slightly Thick to Very Thick,,6.15,6.88,4.12,3410,GIA,
Princess,Ideal,E,VS2,1.01,1.01,72.6,70.0,Excellent,Excellent,Slightly Thick to Thick,,5.46,5.42,3.94,3380,GIA,
Cushion Modified,Ideal,D,VVS1,1.02,1.03,65.9,61.0,Excellent,Excellent,Medium,Pointed,5.92,5.74,3.78,2300,IGI Lab-Grown,
Radiant,,E,VS1,1.14,1.27,67.7,66.0,Excellent,Excellent,Medium to Slightly Thick,Pointed,6.86,5.41,3.66,1120,IGI Lab-Grown,
Marquise,,D,VS1,1.09,1.9,62.5,59.0,Excellent,Excellent,Medium to Slightly Thick,Pointed,10.36,5.46,3.41,1190,IGI Lab-Grown,
Pear,,G,VS2,1.02,1.59,62.9,60.0,Excellent,Very Good,Slightly Thick to Very Thick,,8.84,5.56,3.5,3550,GIA,Medium
Princess,Ideal,G,VVS2,1.06,1.0,71.4,71.0,Excellent,Very Good,Slightly Thick to Thick,,5.65,5.64,4.02,3380,GIA,
Heart,,E,VS2,1.5,1.2,63.8,58.0,Excellent,Excellent,Slightly Thick to Very Thick,,6.45,7.75,4.95,3380,GIA,Faint
Princess,Ideal,G,VVS1,1.01,1.01,72.4,75.0,Excellent,Excellent,Medium to Slightly Thick,,5.5,5.47,3.96,3810,GIA,Faint
Emerald,,H,VS2,1.0,1.36,67.1,69.0,Excellent,Excellent,Thick to Very Thick,,6.52,4.8,3.22,2590,GIA,
Round,Ideal,E,VS1,1.57,1.0,61.3,57.0,Excellent,Excellent,Medium to Slightly Thick,Pointed,7.49,7.51,4.6,1790,IGI Lab-Grown,
Radiant,,G,VVS1,1.0,1.1,73.9,64.0,Very Good,Very Good,Very Thick,,5.65,5.12,3.78,4020,GIA,
Heart,,F,VS1,1.5,1.23,65.1,62.0,Excellent,Excellent,Extremely Thick,,6.04,7.44,4.85,9110,GIA,Faint
Heart,,E,VS1,1.56,1.12,54.6,59.0,Excellent,Excellent,Medium to Slightly Thick,Pointed,7.31,8.2,4.48,2010,IGI Lab-Grown,
Heart,,G,VVS1,1.01,1.17,55.2,60.0,Excellent,Excellent,Medium to Thick,,6.13,7.16,3.95,5210,GIA,Strong
Princess,Ideal,E,VS2,1.03,1.0,71.8,70.0,Excellent,Excellent,Slightly Thick to Thick,,5.52,5.5,3.95,5210,GIA,
Heart,,D,VS2,1.06,1.18,58.8,56.0,Excellent,Excellent,Thin to Very Thick,,6.16,7.27,4.28,5470,GIA,
Marquise,,E,VS1,1.1,2.01,63.4,60.0,Excellent,Excellent,Medium to Slightly Thick,Pointed,10.81,5.38,3.41,1100,IGI Lab-Grown,
Marquise,,E,VS1,1.28,1.96,62.7,61.0,Excellent,Excellent,Medium to Thick,Pointed,11.11,5.66,3.55,1270,IGI Lab-Grown,
Radiant,,F,VS1,1.02,1.47,65.5,65.0,Excellent,Excellent,Medium to Slightly Thick,Pointed,7.3,4.98,3.26,1120,IGI Lab-Grown,
Pear,,H,VS2,1.0,1.61,63.9,61.0,Very Good,Excellent,Medium to Very Thick,,8.77,5.46,3.49,3110,GIA,
Round,Excellent,H,VS2,1.0,1.01,62.3,59.0,Excellent,Excellent,Medium to Slightly Thick,,6.36,6.4,3.97,3750,GIA,
Princess,Ideal,G,VS2,1.01,1.0,70.7,74.0,Excellent,Excellent,Slightly Thick to Thick,,5.57,5.56,3.93,3000,GIA,
Heart,,D,VS1,1.51,1.13,54.5,60.0,Excellent,Excellent,Slightly Thick,Pointed,7.19,8.11,4.42,2110,IGI Lab-Grown,
Pear,,G,VVS1,1.05,1.5,62.9,62.0,Excellent,Excellent,Medium to Thick,,8.61,5.75,3.62,4930,GIA,
Round,Very Good,H,VS1,1.0,1.01,63.5,60.0,Excellent,Excellent,Thin to Thick,,6.25,6.3,3.99,4150,GIA,
Heart,,F,VS1,1.55,1.14,54.5,58.0,Excellent,Excellent,Medium to Slightly Thick,Pointed,7.24,8.22,4.48,1890,IGI Lab-Grown,
Oval,,E,VS1,1.09,1.42,62.8,58.0,Excellent,Excellent,Medium to Slightly Thick,Pointed,8.3,5.84,3.67,1060,IGI Lab-Grown,
Princess,Ideal,F,VVS2,1.05,1.02,72.2,68.0,Excellent,Excellent,Medium to Slightly Thick,Pointed,5.64,5.53,3.99,1170,IGI Lab-Grown,
Princess,Ideal,H,VS1,1.01,1.05,70.7,73.0,Excellent,Excellent,Slightly Thick to Thick,,5.68,5.41,3.83,3310,GIA,
Heart,,D,VVS2,1.52,1.06,60.0,61.0,Excellent,Excellent,Medium to Slightly Thick,Pointed,7.39,7.83,4.7,2570,IGI Lab-Grown,
Radiant,,G,VVS1,1.06,1.31,68.8,65.0,Excellent,Excellent,Thick to Very Thick,,6.54,5.01,3.44,4410,GIA,
Marquise,,D,VS1,1.14,1.82,62.1,59.0,Excellent,Excellent,Medium,Pointed,10.18,5.59,3.47,1240,IGI Lab-Grown,
Pear,,E,VS1,1.09,1.64,61.4,60.0,Excellent,Excellent,Medium to Slightly Thick,Pointed,9.47,5.77,3.54,1100,IGI Lab-Grown,
Pear,,D,VS1,1.0,1.49,63.5,60.0,Excellent,Excellent,Slightly Thick to Thick,,8.32,5.58,3.54,3850,GIA,Medium
Radiant,,F,VVS2,1.01,1.36,68.6,63.0,Excellent,Excellent,Thick to Very Thick,,6.62,4.87,3.34,4090,GIA,Faint
Oval,,F,VVS2,1.01,1.39,64.7,63.0,Excellent,Very Good,Thick to Very Thick,,7.6,5.45,3.52,4560,GIA,Faint
Heart,,D,VS1,3.21,1.06,57.4,56.0,Excellent,Excellent,Slightly Thick to Thick,Pointed,9.52,10.05,5.77,7490,IGI Lab-Grown,
Radiant,,F,VS1,1.08,1.45,66.9,67.0,Excellent,Excellent,Thin to Slightly Thick,Pointed,7.33,5.05,3.38,1110,IGI Lab-Grown,
Marquise,,D,VVS2,1.01,2.0,59.9,61.0,Excellent,Excellent,Medium to Thick,,10.47,5.24,3.14,6000,GIA,Faint
Heart,,E,VS1,2.63,1.12,54.6,61.0,Excellent,Excellent,Medium to Thick,Pointed,8.7,9.74,5.32,4350,IGI Lab-Grown,
Radiant,,E,VS1,1.0,1.3,65.8,67.0,Excellent,Very Good,Medium to Thick,,6.76,5.2,3.42,4420,GIA,
Emerald,,G,VS2,1.0,1.3,72.1,63.0,Excellent,Very Good,Thick to Very Thick,,6.16,4.75,3.43,2910,GIA,
Oval,,D,VS1,1.0,1.3,65.4,59.0,Excellent,Very Good,Slightly Thick to Very Thick,,7.34,5.63,3.68,5120,GIA,
Round,Very Good,H,VS2,1.0,1.0,62.6,60.0,Excellent,Excellent,Slightly Thick to Thick,,6.33,6.36,3.97,3790,GIA,
Cushion Modified,Ideal,D,VVS2,1.45,1.01,64.9,62.0,Excellent,Excellent,Medium to Slightly Thick,Pointed,6.63,6.58,4.27,2670,IGI Lab-Grown,
Princess,Ideal,H,VVS1,1.09,1.05,73.7,74.0,Excellent,Excellent,Slightly Thick,,5.67,5.41,3.99,3110,GIA,Faint
Marquise,,E,VS1,1.02,1.97,60.8,59.0,Excellent,Excellent,Medium to Slightly Thick,Pointed,10.48,5.33,3.24,1200,IGI Lab-Grown,
Pear,,E,VVS1,1.01,1.52,64.6,65.0,Excellent,Excellent,Medium to Thick,,8.39,5.52,3.57,4580,GIA,Medium
Pear,,E,VS1,1.1,1.6,62.7,59.0,Excellent,Excellent,Medium to Slightly Thick,Pointed,9.19,5.76,3.61,1100,IGI Lab-Grown,
Round,Ideal,E,VS1,1.56,1.0,62.0,56.0,Excellent,Excellent,Medium,Pointed,7.42,7.44,4.6,1810,IGI Lab-Grown,
Princess,Ideal,H,VS2,1.21,1.03,74.9,75.0,Excellent,Very Good,Thick to Very Thick,,5.86,5.71,4.28,3650,GIA,
Pear,,D,VS2,1.01,1.62,62.8,62.0,Excellent,Excellent,Thick to Very Thick,,8.88,5.49,3.45,4660,GIA,
Oval,,G,VS2,1.0,1.33,65.1,63.0,Excellent,Very Good,Slightly Thick to Very Thick,,7.45,5.6,3.65,3680,GIA,
Heart,,G,VVS2,1.0,1.12,58.0,59.0,Excellent,Very Good,Thick to Very Thick,,6.05,6.79,3.94,4230,GIA,Faint
Pear,,D,VS2,1.0,1.48,61.9,65.0,Excellent,Very Good,Medium to Very Thick,,8.39,5.65,3.5,3200,GIA,Strong
Radiant,Astor,G,VVS1,1.01,1.3,68.9,67.0,Very Good,Very Good,Slightly Thick to Thick,,6.79,5.21,3.59,5160,GIA,
Emerald,,F,VS1,1.0,1.45,69.3,68.0,Excellent,Good,Slightly Thick to Thick,,6.78,4.66,3.23,2840,GIA,
Pear,,F,VS1,1.01,1.52,58.0,54.0,Excellent,Excellent,Slightly Thick to Very Thick,,8.67,5.72,3.32,4550,GIA,
Round,Excellent,H,VS2,1.0,1.01,60.7,61.0,Excellent,Excellent,Medium to Slightly Thick,,6.4,6.45,3.9,4000,GIA,
Oval,,G,VS1,1.0,1.35,61.6,63.0,Excellent,Excellent,Medium to Thick,,7.83,5.81,3.58,4910,GIA,
Pear,,F,VS1,1.1,1.63,62.3,59.0,Excellent,Excellent,Medium to Slightly Thick,Pointed,9.25,5.68,3.54,1080,IGI Lab-Grown,
Radiant,,E,VS1,1.14,1.44,68.0,66.0,Excellent,Excellent,Medium,Pointed,7.39,5.13,3.49,1140,IGI Lab-Grown,
Oval,,G,IF,1.0,1.38,61.0,60.0,Excellent,Very Good,Slightly Thick to Very Thick,,7.72,5.61,3.42,4950,GIA,
Marquise,,E,VS2,1.31,1.95,62.7,59.0,Excellent,Excellent,Slightly Thick to Very Thick,,11.03,5.65,3.54,8120,GIA,
Radiant,,H,VS2,1.01,1.32,69.1,62.0,Excellent,Excellent,Thick to Very Thick,,6.65,5.05,3.49,2930,GIA,
Pear,,F,VS1,1.1,1.58,60.1,60.0,Excellent,Excellent,Medium,Pointed,9.35,5.91,3.55,1080,IGI Lab-Grown,
Marquise,,G,VS2,1.05,2.1,62.0,61.0,Excellent,Good,Slightly Thick to Thick,,10.87,5.17,3.21,6500,GIA,
Marquise,,D,VS1,1.08,2.01,63.1,59.0,Excellent,Excellent,Thin to Medium,Pointed,10.75,5.34,3.37,1180,IGI Lab-Grown,
Marquise,,E,VS1,1.09,1.96,62.7,58.0,Excellent,Excellent,Thin to Medium,Pointed,10.62,5.42,3.4,1100,IGI Lab-Grown,
Marquise,,D,VS1,1.11,2.07,60.9,59.0,Excellent,Excellent,Thin to Medium,Pointed,11.21,5.42,3.3,1210,IGI Lab-Grown,
Round,Very Good,H,VS2,1.02,1.0,59.8,60.0,Very Good,Excellent,Medium to Slightly Thick,,6.51,6.53,3.9,3680,GIA,Faint
Heart,,F,VS2,1.5,1.24,63.8,60.0,Excellent,Excellent,Very Thick to Extremely Thick,,5.97,7.39,4.72,6050,GIA,Faint
Marquise,,D,VS2,1.72,1.9,65.1,60.0,Excellent,Excellent,Thick to Very Thick,,11.91,6.26,4.07,17280,GIA,Faint
Princess,Ideal,E,VS1,1.09,1.0,72.2,69.0,Excellent,Excellent,Medium,Pointed,5.59,5.58,4.03,1080,IGI Lab-Grown,
Princess,Ideal,E,VVS2,1.03,1.01,71.9,70.0,Excellent,Excellent,Medium,Pointed,5.54,5.49,3.95,1080,IGI Lab-Grown,
Oval,,H,VVS2,1.01,1.56,57.6,63.0,Excellent,Very Good,Medium to Slightly Thick,,8.73,5.6,3.23,4270,GIA,
Princess,Ideal,G,IF,1.02,1.0,74.6,71.0,Excellent,Very Good,Medium to Thick,,5.39,5.38,4.02,4110,GIA,
Princess,Ideal,E,VS1,1.06,1.01,70.8,70.0,Excellent,Excellent,Medium,Pointed,5.57,5.52,3.91,1050,IGI Lab-Grown,
Princess,Ideal,E,VS1,1.0,1.01,72.2,71.0,Excellent,Excellent,Medium to Slightly Thick,,5.6,5.53,3.99,4060,GIA,
Princess,Ideal,E,VS2,1.01,1.0,73.4,74.0,Excellent,Very Good,Medium to Slightly Thick,,5.57,5.56,4.08,3280,GIA,
Round,Excellent,H,VS1,1.02,1.01,62.1,59.0,Excellent,Excellent,Medium to Slightly Thick,,6.39,6.43,3.98,4100,GIA,
Heart,,E,VS2,1.2,1.14,57.7,64.0,Excellent,Excellent,Slightly Thick to Very Thick,,6.53,7.43,4.29,5060,GIA,Faint
Marquise,,G,VVS2,1.0,1.87,65.9,57.0,Very Good,Very Good,Thick to Very Thick,,9.75,5.22,3.44,4800,GIA,
Emerald,,H,VS2,1.0,1.49,69.7,64.0,Excellent,Very Good,Slightly Thick to Very Thick,,6.77,4.55,3.17,2630,GIA,
Marquise,,G,VS1,1.0,1.76,65.9,61.0,Excellent,Very Good,Thick to Very Thick,,9.22,5.25,3.46,4090,GIA,Strong
Radiant,,H,VS1,1.0,1.25,67.5,69.0,Very Good,Very Good,Medium to Slightly Thick,,6.53,5.21,3.52,3150,GIA,Faint
Princess,Very Good,H,VS1,1.0,1.01,75.1,73.0,Excellent,Very Good,Thick to Very Thick,,5.37,5.31,3.99,3890,GIA,
Princess,Ideal,G,VS2,1.01,1.02,72.4,73.0,Excellent,Very Good,Thick,,5.6,5.47,3.96,2660,GIA,
Pear,,E,VS1,1.07,1.64,61.5,59.0,Excellent,Excellent,Medium to Slightly Thick,Pointed,9.38,5.72,3.52,1080,IGI Lab-Grown,
Radiant,,G,VS1,1.01,1.22,64.4,78.0,Very Good,Good,Thin to Slightly Thick,,6.66,5.47,3.53,5450,GIA,
Cushion Modified,Ideal,D,VVS1,2.76,1.01,66.5,59.0,Excellent,Excellent,Slightly Thick to Very Thick,Pointed,8.13,8.07,5.37,6530,IGI Lab-Grown,
Oval,,G,VS2,1.05,1.46,62.8,56.0,Excellent,Excellent,Slightly Thick to Thick,,8.15,5.57,3.5,4670,GIA,
Pear,,D,VVS2,1.0,1.45,66.3,62.0,Excellent,Excellent,Thick to Very Thick,,8.04,5.55,3.68,4130,GIA,Medium
Radiant,,E,VVS2,1.01,1.34,66.8,69.0,Excellent,Very Good,Thick to Very Thick,,6.71,5.02,3.36,1210,GIA,
Cushion,Ideal,E,VS1,2.8,1.0,66.5,65.0,Excellent,Excellent,Medium to Slightly Thick,Pointed,8.25,8.21,5.46,4510,IGI Lab-Grown,
Emerald,,H,VS2,1.0,1.36,63.8,69.0,Excellent,Excellent,Slightly Thick to Thick,,6.64,4.88,3.11,2910,GIA,
Round,Very Good,E,VS2,1.01,1.01,63.1,59.0,Excellent,Very Good,Slightly Thick to Thick,,6.29,6.38,4.0,2910,GIA,Medium
Radiant,,F,VS1,1.06,1.44,68.4,64.0,Excellent,Excellent,Medium to Slightly Thick,Pointed,7.22,5.0,3.42,1090,IGI Lab-Grown,
Radiant,,G,VS1,1.01,1.31,68.4,67.0,Excellent,Excellent,Thick to Very Thick,,6.54,5.01,3.43,2930,GIA,
Round,Ideal,E,VS1,1.59,1.01,61.2,57.0,Excellent,Excellent,Medium,Pointed,7.51,7.55,4.6,1850,IGI Lab-Grown,
Radiant,,H,VVS2,1.2,1.28,69.9,65.0,Excellent,Excellent,Slightly Thick to Thick,,6.85,5.36,3.74,4920,GIA,Faint
Oval,,H,VVS2,1.01,1.56,55.8,62.0,Very Good,Good,Medium to Slightly Thick,,8.82,5.67,3.17,3630,GIA,Faint
Pear,,G,VS2,1.2,1.53,61.2,55.0,Excellent,Excellent,Very Thick,,8.94,5.83,3.57,5000,GIA,Medium
Oval,,E,VS1,1.09,1.46,61.5,59.0,Excellent,Excellent,Medium to Slightly Thick,Pointed,8.48,5.82,3.58,1060,IGI Lab-Grown,
Heart,,D,VVS2,1.5,1.16,61.1,60.0,Excellent,Excellent,Medium to Slightly Thick,Pointed,6.74,7.82,4.78,2540,IGI Lab-Grown,
Oval,,F,VS1,1.01,1.45,59.9,61.0,Excellent,Excellent,Medium to Slightly Thick,Pointed,8.19,5.66,3.39,1010,IGI Lab-Grown,
Heart,,F,VS1,1.51,1.21,60.0,62.0,Excellent,Excellent,Thick to Extremely Thick,,6.55,7.92,4.75,7210,GIA,Medium
Round,Excellent,H,VS1,1.0,1.01,63.6,57.0,Excellent,Excellent,Thin to Medium,,6.31,6.36,4.03,3560,GIA,Medium
Radiant,,F,VVS2,1.04,1.45,67.6,68.0,Excellent,Excellent,Medium to Slightly Thick,Pointed,7.23,5.0,3.38,1280,IGI Lab-Grown,
Oval,,D,VS1,1.01,1.48,61.5,57.0,Excellent,Excellent,Thick to Very Thick,,8.2,5.53,3.4,4530,GIA,Medium
Radiant,,F,VS1,1.03,1.45,68.1,66.0,Excellent,Excellent,Medium,Pointed,7.25,4.99,3.4,1070,IGI Lab-Grown,
Radiant,,E,VVS2,1.09,1.43,66.7,65.0,Excellent,Excellent,Medium to Slightly Thick,Pointed,7.28,5.08,3.39,1250,IGI Lab-Grown,
Radiant,,E,VS1,1.26,1.44,67.7,65.0,Excellent,Excellent,Medium,Pointed,7.65,5.33,3.61,1220,IGI Lab-Grown,
Princess,Very Good,G,VS1,1.01,1.03,75.5,72.0,Very Good,Very Good,Thick,,5.56,5.38,4.06,3140,GIA,
Marquise,,G,VS2,1.0,1.85,64.3,61.0,Excellent,Very Good,Thin to Thick,,9.6,5.18,3.33,4230,GIA,Faint
Radiant,,E,VS1,1.05,1.4,64.8,66.0,Excellent,Excellent,Medium,Pointed,7.33,5.23,3.39,1250,IGI Lab-Grown,
Radiant,,H,VS2,1.04,1.11,70.2,68.0,Excellent,Very Good,Slightly Thick,,5.95,5.37,3.77,3290,GIA,
Princess,Ideal,D,VS1,1.05,1.0,73.3,69.0,Excellent,Excellent,Slightly Thick,Pointed,5.45,5.43,3.98,1130,IGI Lab-Grown,
Princess,Ideal,G,VS2,1.2,1.02,74.1,74.0,Excellent,Very Good,Thick,,5.77,5.63,4.17,4070,GIA,
Marquise,,E,VVS2,1.05,1.94,61.0,57.0,Excellent,Excellent,Medium to Slightly Thick,Pointed,10.54,5.44,3.32,1500,IGI Lab-Grown,
Radiant,,D,VS2,1.02,1.29,68.3,67.0,Excellent,Excellent,Thick to Very Thick,,6.44,5.01,3.42,3660,GIA,Faint
Oval,,H,VS2,1.01,1.43,60.2,57.0,Excellent,Very Good,Slightly Thick to Very Thick,,8.02,5.59,3.37,3640,GIA,Medium
