Shape,Cut,Color,Clarity,Carat Weight,Length/Width Ratio,Depth %,Table %,Polish,Symmetry,Girdle,Culet,Length,Width,Height,Price,Type,Fluorescence
Radiant,,E,VS2,1.03,1.32,68.5,67.0,Excellent,Excellent,Medium to Slightly Thick,,6.76,5.12,3.51,4190,GIA,Medium
Pear,,D,VS1,1.03,1.62,61.2,61.0,Excellent,Excellent,Thin to Slightly Thick,Pointed,9.23,5.7,3.49,1120,IGI Lab-Grown,
Oval,,E,VS1,1.01,1.39,63.3,62.0,Excellent,Very Good,Medium to Very Thick,,7.84,5.66,3.58,4350,GIA,Medium
Radiant,,D,VS1,1.03,1.25,68.1,67.0,Excellent,Very Good,Slightly Thick,Pointed,6.56,5.23,3.56,1050,IGI Lab-Grown,
Round,Ideal,D,VS1,1.58,1.0,61.9,58.0,Excellent,Excellent,Medium to Slightly Thick,Pointed,7.42,7.44,4.6,1850,IGI Lab-Grown,
Pear,,D,VS1,1.0,1.55,65.2,64.0,Excellent,Very Good,Slightly Thick to Very Thick,,8.47,5.45,3.55,4660,GIA,
Round,Ideal,D,VS1,1.59,1.0,61.4,57.0,Excellent,Excellent,Medium,Pointed,7.5,7.51,4.62,1860,IGI Lab-Grown,
Marquise,,D,VS1,1.0,1.8,61.3,64.0,Very Good,Very Good,Thin to Very Thick,,9.8,5.44,3.33,6490,GIA,
Oval,,F,VS1,1.01,1.44,60.8,60.0,Excellent,Very Good,Medium to Thick,,8.2,5.71,3.47,4960,GIA,
Pear,,D,VS2,1.0,1.5,64.2,62.0,Excellent,Excellent,Thin to Very Thick,,8.27,5.52,3.54,4560,GIA,
Heart,,E,VVS2,1.59,1.12,56.6,58.0,Excellent,Excellent,Thin to Slightly Thick,Pointed,7.26,8.15,4.61,2420,IGI Lab-Grown,
Princess,Ideal,G,VVS1,1.0,1.01,72.6,71.0,Excellent,Excellent,Slightly Thick to Thick,,5.45,5.38,3.91,3780,GIA,
Marquise,,H,IF,1.02,1.92,60.6,62.0,Excellent,Excellent,Medium to Thick,,10.38,5.4,3.27,6870,GIA,
Heart,,E,VS1,1.01,1.15,60.2,62.0,Excellent,Excellent,Slightly Thick to Very Thick,,5.99,6.88,4.14,3150,GIA,Strong
Oval,,E,VS2,1.01,1.61,62.7,60.0,Excellent,Very Good,Slightly Thick to Thick,,8.62,5.35,3.36,3940,GIA,Medium
Princess,Ideal,E,VVS2,1.01,1.03,70.9,69.0,Excellent,Excellent,Slightly Thick,Pointed,5.48,5.32,3.77,1180,IGI Lab-Grown,
Marquise,,D,VS1,1.02,1.85,62.8,57.0,Excellent,Excellent,Slightly Thick to Thick,,9.91,5.36,3.37,6820,GIA,
Princess,Very Good,H,VVS1,1.03,1.02,76.1,72.0,Excellent,Very Good,Thick to Very Thick,,5.39,5.29,4.02,3090,GIA,Faint
Oval,,G,VS1,1.01,1.4,64.4,61.0,Excellent,Excellent,Slightly Thick to Very Thick,,7.7,5.5,3.54,4460,GIA,Faint
Round,Very Good,H,VS2,1.0,1.01,64.6,57.0,Excellent,Very Good,Slightly Thick to Thick,,6.18,6.25,4.01,3320,GIA,
Marquise,,E,VS1,1.28,1.97,63.0,60.0,Excellent,Excellent,Medium to Slightly Thick,Pointed,11.2,5.68,3.58,1270,IGI Lab-Grown,
Pear,,D,VS2,1.01,1.74,59.4,63.0,Excellent,Very Good,Medium to Thick,,9.52,5.47,3.25,4500,GIA,
Marquise,,D,VS2,1.0,1.75,63.7,60.0,Excellent,Excellent,Slightly Thick to Very Thick,,9.35,5.34,3.4,4980,GIA,
Radiant,,D,VS1,1.04,1.41,68.7,67.0,Excellent,Excellent,Thin to Medium,Pointed,7.31,5.2,3.57,1110,IGI Lab-Grown,
Heart,,D,VS1,1.01,1.17,58.1,61.0,Excellent,Excellent,Slightly Thick to Thick,,6.04,7.05,4.09,4310,GIA,Faint
Radiant,,F,VS2,1.01,1.33,68.0,69.0,Excellent,Very Good,Thick to Very Thick,,6.67,5.0,3.4,4120,GIA,
Oval,,D,VS1,1.0,1.37,60.7,59.0,Excellent,Excellent,Thin to Medium,Pointed,7.97,5.82,3.53,1060,IGI Lab-Grown,
Princess,Ideal,E,VVS2,1.03,1.01,68.8,68.0,Excellent,Excellent,Slightly Thick,Pointed,5.51,5.45,3.75,1200,IGI Lab-Grown,
Pear,,H,VS2,1.0,1.52,63.1,58.0,Excellent,Very Good,Slightly Thick to Very Thick,,8.46,5.58,3.52,3080,GIA,
Emerald,,H,VS2,1.0,1.3,72.4,66.0,Excellent,Excellent,Very Thick,,6.15,4.74,3.43,2230,GIA,
Princess,Ideal,E,VVS2,1.04,1.03,73.3,71.0,Excellent,Excellent,Slightly Thick,Pointed,5.55,5.4,3.96,1210,IGI Lab-Grown,
Oval,,H,VS2,1.0,1.39,63.8,61.0,Excellent,Very Good,Slightly Thick to Very Thick,,7.63,5.5,3.51,3430,GIA,
Pear,,E,VS1,1.05,1.64,61.6,56.0,Excellent,Excellent,Medium to Slightly Thick,Pointed,9.31,5.67,3.49,1060,IGI Lab-Grown,
Marquise,,E,VS2,1.01,1.9,63.5,58.0,Excellent,Excellent,Medium to Thick,,10.03,5.29,3.36,5800,GIA,
Round,Excellent,H,VS2,1.01,1.01,61.1,60.0,Excellent,Excellent,Medium to Slightly Thick,,6.45,6.49,3.95,4050,GIA,
Round,Ideal,D,VS1,1.58,1.0,61.5,58.0,Excellent,Excellent,Medium,Pointed,7.46,7.49,4.6,1850,IGI Lab-Grown,
Heart,,E,VVS1,1.0,1.18,58.7,59.0,Excellent,Excellent,Thin to Thick,,5.99,7.08,4.15,5890,GIA,Faint
Princess,Very Good,F,VS1,1.01,1.01,70.6,77.0,Very Good,Excellent,Thin to Slightly Thick,,5.63,5.57,3.93,3420,GIA,
Pear,,D,VS2,1.01,1.8,54.7,66.0,Excellent,Excellent,Slightly Thick to Thick,,9.53,5.3,2.9,4130,GIA,
Heart,,G,VS2,1.0,1.19,59.8,63.0,Excellent,Excellent,Medium to Very Thick,,5.79,6.87,4.11,4330,GIA,
Heart,,D,VS1,3.1,1.14,54.3,60.0,Excellent,Excellent,Medium to Slightly Thick,Pointed,9.15,10.39,5.64,7140,IGI Lab-Grown,
Radiant,,F,VVS2,1.0,1.48,67.8,63.0,Excellent,Excellent,Medium to Slightly Thick,Pointed,7.14,4.84,3.28,1230,IGI Lab-Grown,
Radiant,,H,VS2,1.01,1.36,68.5,63.0,Excellent,Very Good,Slightly Thick to Very Thick,,6.79,4.99,3.42,4610,GIA,
Princess,Ideal,G,VS1,1.0,1.01,73.8,65.0,Excellent,Very Good,Thick to Very Thick,,5.31,5.28,3.89,3110,GIA,
Round,Very Good,H,VVS2,1.0,1.01,64.6,57.0,Excellent,Very Good,Slightly Thick to Thick,,6.15,6.22,4.0,3810,GIA,
Round,Very Good,H,VS1,1.0,1.01,64.1,58.0,Very Good,Very Good,Slightly Thick to Thick,,6.16,6.25,3.98,3210,GIA,Medium
Heart,,G,VS2,1.05,1.1,53.4,63.0,Very Good,Very Good,Thick to Extremely Thick,Very Small,6.37,7.02,3.75,4060,GIA,
Round,Excellent,H,VS1,1.0,1.01,62.6,58.0,Excellent,Very Good,Medium to Slightly Thick,,6.32,6.37,3.97,3870,GIA,
Marquise,,E,VS1,1.08,1.98,65.0,57.0,Excellent,Excellent,Medium to Slightly Thick,Pointed,10.44,5.28,3.43,1090,IGI Lab-Grown,
Radiant,,F,VS1,1.22,1.42,67.9,66.0,Excellent,Excellent,Medium,Pointed,7.5,5.29,3.59,1240,IGI Lab-Grown,
Oval,,E,VS1,1.11,1.51,62.8,59.0,Excellent,Excellent,Medium to Slightly Thick,Pointed,8.63,5.72,3.59,1080,IGI Lab-Grown,
Oval,,H,VVS2,1.0,1.37,58.1,65.0,Excellent,Very Good,Slightly Thick to Thick,,7.99,5.85,3.4,3690,GIA,
Princess,Ideal,F,VS2,1.03,1.01,71.3,71.0,Excellent,Excellent,Slightly Thick,,5.56,5.52,3.94,3260,GIA,
Round,Very Good,H,VS1,1.0,1.01,64.2,60.0,Very Good,Very Good,Slightly Thick to Thick,Very Small,6.2,6.27,4.0,3480,GIA,Faint
Princess,Ideal,D,VS1,1.06,1.01,73.7,69.0,Excellent,Excellent,Medium,Pointed,5.55,5.48,4.04,1140,IGI Lab-Grown,
Marquise,,E,VS1,1.09,1.95,64.6,61.0,Excellent,Excellent,Medium to Slightly Thick,Pointed,10.43,5.36,3.46,1100,IGI Lab-Grown,
Emerald,,G,VS2,1.0,1.3,72.2,69.0,Excellent,Excellent,Very Thick,,6.17,4.74,3.42,2860,GIA,
Princess,Ideal,E,VS1,1.01,1.02,73.4,75.0,Excellent,Very Good,Slightly Thick to Thick,,5.62,5.53,4.06,3480,GIA,Faint
Marquise,,E,VS1,1.1,2.14,59.8,58.0,Excellent,Excellent,Medium to Slightly Thick,Pointed,11.39,5.32,3.18,1100,IGI Lab-Grown,
Round,Very Good,G,VS2,1.0,1.01,64.5,60.0,Excellent,Excellent,Thick,,6.2,6.25,4.02,4040,GIA,
,,,,,,,,,,,,,,,2170,IGI Lab-Grown,
Heart,,D,VS2,1.01,1.1,56.3,56.0,Excellent,Excellent,Slightly Thick to Thick,,6.37,7.01,3.95,4290,GIA,Faint
Pear,,E,VS2,1.01,1.57,62.8,62.0,Excellent,Excellent,Medium to Thick,,8.79,5.61,3.52,4770,GIA,
Pear,,E,VS1,1.07,1.65,62.7,58.0,Excellent,Excellent,Medium to Thick,Pointed,9.32,5.66,3.55,1080,IGI Lab-Grown,
Princess,Ideal,E,VS1,1.01,1.0,71.7,71.0,Excellent,Excellent,Slightly Thick,,5.42,5.4,3.87,3620,GIA,
Radiant,,H,VS1,1.01,1.37,69.6,65.0,Excellent,Excellent,Very Thick,,6.68,4.86,3.38,3150,GIA,
Princess,Ideal,H,VVS1,1.1,1.02,68.8,75.0,Excellent,Excellent,Medium to Slightly Thick,,5.88,5.79,3.99,3510,GIA,
Pear,,F,VS1,1.03,1.58,62.2,62.0,Excellent,Excellent,Slightly Thick to Very Thick,,8.93,5.66,3.52,3620,GIA,Medium
Radiant,,E,VVS2,1.0,1.51,68.2,63.0,Excellent,Excellent,Thick,Pointed,7.17,4.75,3.24,1160,IGI Lab-Grown,
Heart,,H,VS2,1.55,1.14,56.2,60.0,Excellent,Excellent,Slightly Thick to Thick,,7.2,8.19,4.6,7110,GIA,
Radiant,,G,VS1,1.0,1.5,66.8,67.0,Very Good,Excellent,Slightly Thick to Very Thick,,7.34,4.89,3.27,4540,GIA,
Radiant,,F,VS1,1.0,1.43,67.9,64.0,Excellent,Excellent,Medium,Pointed,7.08,4.96,3.37,1040,IGI Lab-Grown,
Round,Excellent,H,VS2,1.07,1.01,62.6,59.0,Excellent,Excellent,Slightly Thick,,6.47,6.53,4.07,3870,GIA,
Princess,Ideal,H,VS2,1.0,1.02,74.2,74.0,Very Good,Very Good,Slightly Thick to Thick,,5.42,5.33,3.96,3000,GIA,Faint
Pear,,E,VS2,1.01,1.57,58.3,64.0,Very Good,Very Good,Slightly Thick to Thick,,9.12,5.81,3.38,3880,GIA,Medium
Heart,,E,VS1,1.54,1.16,55.8,62.0,Excellent,Excellent,Medium,Pointed,7.1,8.25,4.6,1980,IGI Lab-Grown,
Radiant,,H,VS1,1.01,1.32,64.3,69.0,Excellent,Very Good,Thick to Very Thick,,6.79,5.13,3.3,3490,GIA,
Princess,Very Good,G,VS1,1.01,1.03,73.9,77.0,Excellent,Very Good,Thick to Very Thick,,5.57,5.42,4.01,2850,GIA,
Cushion,Ideal,D,VVS2,1.59,1.04,65.7,63.0,Excellent,Excellent,Medium to Thick,Pointed,6.77,6.54,4.3,3170,IGI Lab-Grown,
Emerald,,E,VS1,1.01,1.33,69.4,66.0,Excellent,Excellent,Thick to Very Thick,,6.33,4.77,3.31,2900,GIA,Medium
Princess,Ideal,E,VS1,1.08,1.0,71.8,68.0,Excellent,Excellent,Slightly Thick to Thick,Pointed,5.55,5.54,3.98,1070,IGI Lab-Grown,
Pear,,G,VVS1,1.01,1.54,64.8,65.0,Excellent,Excellent,Slightly Thick to Very Thick,,8.54,5.53,3.59,4550,GIA,
Heart,,D,VS1,2.66,1.13,55.0,57.0,Excellent,Excellent,Medium to Thick,Pointed,8.7,9.79,5.38,4820,IGI Lab-Grown,
Pear,,F,VS1,1.05,1.79,61.3,61.0,Excellent,Excellent,Medium to Slightly Thick,Pointed,9.83,5.48,3.36,1040,IGI Lab-Grown,
Round,Ideal,D,VS1,1.57,1.01,60.6,58.0,Excellent,Excellent,Medium,Pointed,7.49,7.54,4.56,1840,IGI Lab-Grown,
Round,Excellent,H,VS1,1.01,1.01,62.7,57.0,Excellent,Excellent,Slightly Thick,,6.35,6.41,4.0,3980,GIA,Medium
Round,Ideal,E,VS1,1.59,1.0,61.5,57.0,Excellent,Excellent,Medium,Pointed,7.48,7.51,4.61,1850,IGI Lab-Grown,
Round,Excellent,H,VS2,1.0,1.01,62.0,56.0,Excellent,Excellent,Medium to Slightly Thick,,6.36,6.4,3.95,3790,GIA,
Oval,,D,VS2,1.0,1.44,62.5,56.0,Excellent,Very Good,Thick to Very Thick,,7.84,5.46,3.41,4450,GIA,
Princess,Very Good,H,VS1,1.01,1.03,76.2,74.0,Very Good,Very Good,Thick to Very Thick,,5.5,5.33,4.06,2810,GIA,
Heart,,E,VS1,1.0,1.18,59.2,57.0,Very Good,Very Good,Medium to Very Thick,,5.92,7.01,4.15,4290,GIA,
Marquise,,F,VS2,1.0,1.78,59.8,65.0,Excellent,Very Good,Slightly Thick to Very Thick,,9.55,5.38,3.22,4290,GIA,
Heart,,D,VS2,1.01,1.17,58.6,57.0,Excellent,Excellent,Medium to Thick,,6.05,7.1,4.16,4070,GIA,Strong
Cushion Modified,Ideal,D,VVS2,1.37,1.02,65.2,64.0,Excellent,Excellent,Thin to Slightly Thick,Pointed,6.56,6.41,4.18,2260,IGI Lab-Grown,
Cushion Modified,Very Good,G,VS2,1.01,1.1,72.3,56.0,Excellent,Very Good,Medium to Very Thick,,5.66,5.15,3.72,2390,GIA,
Princess,Ideal,E,VVS2,1.02,1.02,69.7,64.0,Excellent,Excellent,Medium,Pointed,5.55,5.45,3.8,1190,IGI Lab-Grown,
Marquise,,E,VS2,1.06,1.99,62.0,62.0,Very Good,Very Good,Medium to Thick,,10.72,5.39,3.35,4390,GIA,Strong
Pear,,F,VS2,1.0,1.52,62.5,63.0,Excellent,Excellent,Slightly Thick to Thick,,8.57,5.63,3.52,4760,GIA,
Marquise,,G,VS1,2.01,2.09,64.0,57.0,Excellent,Excellent,Thick to Very Thick,,13.35,6.4,4.1,25420,GIA,
Pear,,F,VS2,1.0,1.57,64.7,64.0,Excellent,Very Good,Slightly Thick to Very Thick,,8.58,5.48,3.55,3980,GIA,
Heart,,D,VS1,1.11,1.19,59.7,58.0,Excellent,Excellent,Medium to Thick,,6.04,7.18,4.29,5480,GIA,
Marquise,,E,VVS2,1.08,2.04,62.8,59.0,Excellent,Excellent,Medium to Slightly Thick,Pointed,10.84,5.32,3.34,1260,IGI Lab-Grown,
Pear,,E,VS1,1.05,1.57,60.7,56.0,Excellent,Excellent,Medium to Thick,Pointed,8.98,5.73,3.48,1060,IGI Lab-Grown,
Round,Ideal,D,VS1,1.59,1.01,60.9,57.0,Excellent,Excellent,Medium,Pointed,7.53,7.58,4.6,1860,IGI Lab-Grown,
Marquise,,G,VS2,1.0,1.79,59.1,63.0,Excellent,Excellent,Medium to Very Thick,,9.87,5.5,3.25,4710,GIA,
Heart,,G,VS2,1.03,1.15,56.7,62.0,Excellent,Very Good,Slightly Thick to Thick,,6.18,7.12,4.04,5560,GIA,Faint
Pear,,E,VS1,1.06,1.73,62.8,60.0,Excellent,Excellent,Medium to Slightly Thick,Pointed,9.46,5.48,3.44,1070,IGI Lab-Grown,
Pear,,E,VVS2,1.0,1.48,63.3,62.0,Excellent,Excellent,Slightly Thick to Very Thick,,8.29,5.59,3.54,4220,GIA,Medium
Princess,Ideal,D,VS1,1.05,1.01,69.9,63.0,Excellent,Excellent,Medium to Slightly Thick,Pointed,5.54,5.49,3.84,1130,IGI Lab-Grown,
Radiant,,F,VVS2,1.02,1.11,74.4,68.0,Excellent,Good,Very Thick,,5.68,5.11,3.8,4210,GIA,
Pear,,H,VS2,1.01,1.51,64.9,63.0,Excellent,Very Good,Thick to Very Thick,,8.35,5.53,3.59,3160,GIA,
Cushion,Ideal,E,VS1,2.85,1.01,66.6,60.0,Excellent,Excellent,Thin to Medium,Pointed,8.29,8.23,5.48,5810,IGI Lab-Grown,
Oval,,E,VS1,1.1,1.48,62.7,60.0,Excellent,Excellent,Medium,,8.47,5.73,3.59,1070,IGI Lab-Grown,
Marquise,,H,VVS2,1.01,2.18,58.9,60.0,Excellent,Excellent,Thick,,11.08,5.08,2.99,4480,GIA,
Pear,,E,VS1,1.04,1.6,61.7,59.0,Excellent,Excellent,Medium to Slightly Thick,Pointed,9.17,5.72,3.53,1050,IGI Lab-Grown,
Pear,,E,VS1,1.11,1.61,60.6,61.0,Excellent,Excellent,Medium to Slightly Thick,Pointed,9.43,5.84,3.54,1110,IGI Lab-Grown,
Oval,,F,VS1,1.08,1.43,62.1,58.0,Excellent,Excellent,Medium to Slightly Thick,Pointed,8.26,5.78,3.59,1080,IGI Lab-Grown,
Emerald,,G,VS2,1.0,1.35,72.3,60.0,Excellent,Very Good,Thick to Extremely Thick,,6.31,4.66,3.37,1080,GIA,
Heart,,G,VS2,1.01,1.13,59.5,58.0,Excellent,Excellent,Medium to Thick,,6.07,6.86,4.08,3270,GIA,
Oval,,E,VS1,1.06,1.46,62.7,58.0,Excellent,Excellent,Medium to Slightly Thick,Pointed,8.27,5.65,3.54,1030,IGI Lab-Grown,
Cushion,Ideal,D,VVS1,1.52,1.01,66.9,62.0,Excellent,Excellent,Medium,Pointed,6.8,6.7,4.48,3950,IGI Lab-Grown,
Radiant,,E,VVS1,1.01,1.28,65.6,72.0,Very Good,Very Good,Slightly Thick to Thick,,6.56,5.13,3.37,4640,GIA,Faint
Radiant,,H,VS1,1.2,1.23,70.4,70.0,Excellent,Excellent,Thick to Very Thick,,6.38,5.18,3.65,4830,GIA,Faint
Pear,,E,VS1,1.0,1.96,66.2,62.0,Excellent,Excellent,Slightly Thick to Very Thick,,9.78,5.0,3.31,4660,GIA,
Radiant,,E,VS1,1.17,1.47,67.1,62.0,Excellent,Excellent,Medium to Slightly Thick,Pointed,7.49,5.08,3.41,1150,IGI Lab-Grown,
Radiant,,H,VVS2,1.01,1.49,67.7,68.0,Excellent,Excellent,Medium to Slightly Thick,,7.37,4.95,3.35,3340,GIA,
Heart,,G,VS2,1.51,1.15,59.6,57.0,Excellent,Excellent,Medium to Thick,,6.79,7.84,4.68,5980,GIA,Faint
Pear,,E,VS1,1.09,1.61,60.1,61.0,Excellent,Excellent,Medium to Slightly Thick,Pointed,9.35,5.81,3.49,1100,IGI Lab-Grown,
Round,Ideal,E,VS1,1.59,1.0,60.7,59.0,Excellent,Excellent,Medium,Pointed,7.54,7.56,4.58,1830,IGI Lab-Grown,
Radiant,,E,VS1,1.05,1.44,64.7,62.0,Excellent,Excellent,Medium to Slightly Thick,Pointed,7.24,5.02,3.25,1040,IGI Lab-Grown,
Marquise,,F,VS2,1.0,1.85,62.1,62.0,Excellent,Very Good,Slightly Thick to Very Thick,,9.92,5.36,3.33,4860,GIA,
Marquise,,G,VS2,1.11,1.98,60.8,58.0,Excellent,Excellent,Thick to Very Thick,,10.78,5.44,3.31,4920,GIA,Faint
Radiant,,G,VVS2,1.02,1.25,66.8,71.0,Excellent,Very Good,Thick to Very Thick,,6.44,5.17,3.45,4190,GIA,Faint
Heart,,D,VS2,1.0,1.22,61.3,61.0,Excellent,Very Good,Medium to Very Thick,,5.69,6.96,4.26,3350,GIA,Strong
Princess,Ideal,E,VS1,1.01,1.01,70.6,66.0,Excellent,Excellent,Medium,Pointed,5.61,5.57,3.93,1260,IGI Lab-Grown,
Round,Ideal,E,VS1,1.58,1.0,61.9,56.0,Excellent,Excellent,Medium,Pointed,7.44,7.47,4.62,1840,IGI Lab-Grown,
Round,Excellent,H,VS2,1.0,1.01,62.8,58.0,Excellent,Excellent,Medium to Slightly Thick,,6.33,6.37,3.99,3950,GIA,
Oval,,F,VS2,1.0,1.35,61.9,66.0,Excellent,Very Good,Medium to Thick,,7.71,5.73,3.55,4490,GIA,
Princess,Ideal,H,VVS2,1.01,1.01,72.3,73.0,Excellent,Excellent,Thick,,5.6,5.56,4.02,3830,GIA,
Pear,,G,VS1,1.0,1.79,63.1,62.0,Excellent,Excellent,Medium to Thick,,9.53,5.31,3.35,4040,GIA,Medium
Oval,,E,VS1,1.06,1.43,60.3,60.0,Excellent,Excellent,Medium,Pointed,8.35,5.85,3.53,1030,IGI Lab-Grown,
Heart,,D,VS1,1.3,1.18,58.0,62.5,Excellent,Excellent,Medium to Slightly Thick,Pointed,6.53,7.71,4.47,1500,IGI Lab-Grown,
Radiant,,H,VS1,1.04,1.19,69.7,70.0,Good,Good,Slightly Thick to Thick,,6.36,5.33,3.71,3360,GIA,
Marquise,,H,VS1,1.2,2.12,63.4,58.0,Excellent,Very Good,Slightly Thick to Very Thick,,11.42,5.39,3.42,8750,GIA,
Pear,,E,VS1,1.03,1.61,63.2,58.0,Excellent,Excellent,Medium to Slightly Thick,Pointed,8.97,5.57,3.52,1040,IGI Lab-Grown,
Emerald,,H,VS1,1.0,1.36,71.2,69.0,Excellent,Very Good,Very Thick,,6.4,4.71,3.36,2760,GIA,
Princess,Very Good,D,VS2,1.01,1.02,70.4,76.0,Excellent,Very Good,Thin to Medium,,5.74,5.64,3.97,3230,GIA,
Princess,Ideal,H,IF,1.03,1.02,71.5,70.0,Excellent,Excellent,Medium to Slightly Thick,,5.68,5.59,4.0,3910,GIA,
Princess,Astor,H,VS2,1.0,1.05,77.0,70.0,Excellent,Very Good,Thick to Very Thick,,5.52,5.27,4.05,4140,GIA,
Marquise,,D,VVS2,1.01,2.09,60.1,61.0,Excellent,Very Good,Slightly Thick to Very Thick,,10.93,5.22,3.14,4880,GIA,Strong
Marquise,,D,VVS1,1.5,2.03,59.9,61.0,Excellent,Very Good,Thick to Very Thick,,12.13,5.99,3.59,16340,GIA,
Marquise,,D,VS1,1.07,1.98,63.6,59.0,Excellent,Excellent,Medium to Slightly Thick,Pointed,10.57,5.35,3.4,1170,IGI Lab-Grown,
Cushion,Ideal,F,VVS2,2.08,1.0,67.4,66.0,Excellent,Excellent,Medium to Slightly Thick,Pointed,7.37,7.36,4.96,3290,IGI Lab-Grown,
Pear,,E,VS1,1.05,1.58,62.0,59.0,Excellent,Excellent,Medium to Slightly Thick,Pointed,9.0,5.68,3.52,1060,IGI Lab-Grown,
Marquise,,F,VS1,1.0,1.75,65.6,61.0,Excellent,Excellent,Medium to Very Thick,,9.23,5.27,3.46,5240,GIA,Faint
Heart,,E,VS2,1.0,1.19,60.0,59.0,Excellent,Excellent,Slightly Thick to Very Thick,,5.85,6.98,4.19,3540,GIA,Faint
Cushion Modified,Ideal,H,VS1,1.01,1.06,67.8,62.0,Excellent,Very Good,Thin to Slightly Thick,,5.85,5.51,3.74,2450,GIA,Faint
Princess,Ideal,H,VS2,1.01,1.0,73.8,73.0,Excellent,Excellent,Medium to Slightly Thick,,5.45,5.44,4.01,2700,GIA,Faint
Pear,,F,VS1,1.01,1.63,67.2,56.0,Excellent,Very Good,Thick to Extremely Thick,,8.71,5.35,3.59,3420,GIA,Strong
Marquise,,D,VS2,1.01,2.12,63.5,57.0,Excellent,Very Good,Slightly Thick to Thick,,10.74,5.07,3.22,5470,GIA,Faint
Heart,,G,VS2,1.0,1.15,58.2,59.0,Excellent,Excellent,Medium to Thick,,6.12,7.03,4.09,5470,GIA,
Pear,,E,VS1,1.08,1.55,60.5,57.0,Excellent,Excellent,Medium to Slightly Thick,Pointed,9.0,5.82,3.52,1090,IGI Lab-Grown,
Marquise,,E,VS2,1.52,2.1,60.2,63.0,Excellent,Very Good,Thick to Very Thick,,12.4,5.91,3.55,12760,GIA,
Marquise,,D,VVS2,1.07,2.05,62.5,57.0,Excellent,Excellent,Medium,Pointed,10.92,5.33,3.33,1380,IGI Lab-Grown,
Marquise,,D,VVS2,1.07,1.89,61.4,59.0,Excellent,Excellent,Medium,Pointed,10.35,5.47,3.36,1380,IGI Lab-Grown,
Marquise,,D,VVS2,1.51,1.93,64.2,59.0,Excellent,Excellent,Thick,,11.46,5.95,3.82,15630,GIA,
Round,Excellent,H,VS2,1.0,1.0,62.3,58.0,Excellent,Excellent,Slightly Thick,,6.37,6.39,3.97,4050,GIA,
Heart,,E,VS1,2.83,1.14,54.6,60.0,Excellent,Excellent,Medium to Slightly Thick,Pointed,8.8,10.02,5.47,4680,IGI Lab-Grown,
Oval,,D,VS2,1.0,1.35,63.3,61.0,Excellent,Excellent,Medium to Thick,,7.65,5.67,3.59,4290,GIA,Strong
Pear,,F,VS1,1.05,1.8,60.6,63.0,Excellent,Excellent,Medium to Slightly Thick,Pointed,9.82,5.46,3.31,1040,IGI Lab-Grown,
Pear,,D,VS1,1.0,1.48,62.6,63.0,Excellent,Very Good,Very Thin to Very Thick,,8.27,5.6,3.51,3690,GIA,Strong
Radiant,,H,VS2,1.01,1.32,69.1,65.0,Excellent,Excellent,Thick to Very Thick,,6.49,4.93,3.4,3220,GIA,Faint
Round,Excellent,H,VS2,1.05,1.01,62.8,56.0,Excellent,Excellent,Slightly Thick,,6.42,6.48,4.05,3810,GIA,
Marquise,,F,VS2,1.0,1.82,63.0,61.0,Excellent,Very Good,Slightly Thick to Very Thick,,9.65,5.3,3.34,4230,GIA,
Pear,,G,VS2,1.0,1.5,61.8,60.0,Excellent,Very Good,Medium to Thick,,8.42,5.6,3.46,3480,GIA,Medium
Princess,Ideal,D,VS1,1.02,1.0,73.1,69.0,Excellent,Excellent,Medium,Pointed,5.48,5.46,3.99,1100,IGI Lab-Grown,
Pear,,G,VS2,1.0,1.45,66.4,62.0,Excellent,Very Good,Thick to Extremely Thick,,7.98,5.49,3.64,3390,GIA,Faint
Princess,Ideal,E,VS1,1.01,1.03,73.1,75.0,Excellent,Very Good,Slightly Thick to Thick,,5.57,5.41,3.96,3660,GIA,
Radiant,,H,VVS1,1.0,1.26,67.6,68.0,Excellent,Excellent,Thick to Very Thick,,6.45,5.11,3.45,3660,GIA,
Heart,,H,VS2,1.01,1.09,53.1,51.0,Very Good,Good,Very Thick to Extremely Thick,,6.34,6.88,3.65,4550,GIA,
Marquise,,D,FL,1.5,2.13,57.6,61.0,Excellent,Very Good,Thick to Extremely Thick,,12.54,5.9,3.4,16110,GIA,
,,,,,,,,,,,,,,,4380,GIA,
Heart,,D,VS1,1.5,1.18,61.7,56.0,Excellent,Very Good,Medium to Very Thick,,6.71,7.92,4.88,9180,GIA,Faint
Oval,,E,VS1,1.06,1.46,62.9,59.0,Excellent,Excellent,Medium to Slightly Thick,Pointed,8.33,5.72,3.6,1030,IGI Lab-Grown,
Marquise,,G,VS2,1.02,1.91,62.1,60.0,Excellent,Excellent,Medium to Thick,,10.13,5.31,3.3,5010,GIA,Faint
Princess,Ideal,E,VVS2,1.03,1.0,72.1,68.0,Excellent,Excellent,Slightly Thick to Thick,Pointed,5.39,5.37,3.87,1200,IGI Lab-Grown,
Radiant,,D,VS1,1.1,1.38,65.9,65.5,Excellent,Excellent,Slightly Thick,Pointed,7.0,5.07,3.34,1250,IGI Lab-Grown,
Princess,Ideal,D,VS1,1.04,1.05,69.6,68.0,Excellent,Excellent,Medium,Pointed,5.71,5.43,3.78,1120,IGI Lab-Grown,
